# onset(ms)	end(ms)	label
137369	137416	L0T137369M89L0_
137416	137462	L0T137416M0L0_L1T137416M29L1_
137462	137509	L0T137462M89L0_
137509	137555	L0T137509M89L0_
137555	137601	L0T137555M1L0_L1T137555M29L1_
137601	137648	L0T137601M89L0_
137648	137694	L0T137648M89L0_
137694	137741	L0T137694M1L0_L1T137694M29L1_
137741	137787	L0T137741M89L0_
137787	137834	L0T137787M89L0_
137834	137880	L0T137834M1L0_L1T137834M29L1_
137880	137927	L0T137880M89L0_
137927	137973	L0T137927M89L0_
137973	138019	L0T137973M1L0_L1T137973M29L1_
138019	138066	L0T138019M3L0_
138066	138112	L0T138066M21L0_L1T138066M29L1_
138112	138159	L0T138112M21L0_
138159	138205	L0T138159M21L0_
138205	138252	L0T138205M21L0_
138252	138298	L0T138252M21L0_
138298	138344	L0T138298M21L0_
138344	138391	L0T138344M21L0_
138391	138437	L0T138391M21L0_
138437	138484	L0T138437M21L0_
138484	138530	L0T138484M21L0_
138530	138577	L0T138530M21L0_
138577	138623	L0T138577M21L0_
138623	138670	L0T138623M90L0_L1T138623M0L1_L2T138623M1L2_
138670	138716	L0T138670M83L0_
138716	138762	L0T138716M0L0_L1T138716M0L1_
138762	138809	L0T138762M91L0_
138809	138855	L0T138809M3L0_L1T138809M0L1_
138855	138902	L0T138855M21L0_
138902	138948	L0T138902M21L0_
138948	138995	L0T138948M21L0_
138995	139041	L0T138995M21L0_
139041	139088	L0T139041M21L0_
139088	139134	L0T139088M92L0_L1T139088M30L1_L2T139088M1L2_
139134	139180	L0T139134M92L0_
139180	139227	L0T139180M93L0_L1T139180M1L1_
139227	139273	L0T139227M1L0_
139273	139320	L0T139273M1L0_
139320	139366	L0T139320M2L0_L1T139320M1L1_
139366	139413	L0T139366M26L0_
139413	139459	L0T139413M27L0_L1T139413M1L1_
139459	139505	L0T139459M1L0_
139505	139552	L0T139505M25L0_L1T139505M2L1_L2T139505M1L2_
139552	139598	L0T139552M1L0_
139598	139645	L0T139598M1L0_
139645	139691	L0T139645M1L0_
139691	139738	L0T139691M1L0_
139738	139784	L0T139738M1L0_
139784	139831	L0T139784M1L0_
139831	139877	L0T139831M1L0_
139877	139923	L0T139877M1L0_
139923	139970	L0T139923M1L0_
139970	140016	L0T139970M1L0_
140016	140063	L0T140016M1L0_
140063	140109	L0T140063M1L0_
140109	140156	L0T140109M1L0_
140156	140202	L0T140156M1L0_
140202	140249	L0T140202M1L0_
140249	140295	L0T140249M1L0_
140295	140341	L0T140295M1L0_
140341	140388	L0T140341M1L0_
140388	140434	L0T140388M1L0_
140434	140481	L0T140434M1L0_
140481	140527	L0T140481M1L0_
140527	140574	L0T140527M1L0_
140574	140620	L0T140574M1L0_
140620	140666	L0T140620M1L0_
140666	140713	L0T140666M1L0_
140713	140759	L0T140713M1L0_
140759	140806	L0T140759M1L0_
140806	140852	L0T140806M1L0_
140852	140899	L0T140852M1L0_
140899	140945	L0T140899M1L0_
140945	140992	L0T140945M1L0_
140992	141038	L0T140992M1L0_
141038	141084	L0T141038M1L0_
141084	141131	L0T141084M1L0_
141131	141177	L0T141131M1L0_
141177	141224	L0T141177M1L0_
141224	141270	L0T141224M1L0_
141270	141317	L0T141270M1L0_
141317	141363	L0T141317M1L0_
141363	141410	L0T141363M1L0_
141410	141456	L0T141410M1L0_
141456	141502	L0T141456M1L0_
141502	141549	L0T141502M1L0_
141549	141595	L0T141549M1L0_
141595	141642	L0T141595M29L0_L1T141595M12L1_
141642	141688	L0T141642M78L0_
141688	141735	L0T141688M78L0_
141735	141781	L0T141735M78L0_
141781	141827	L0T141781M78L0_
141827	141874	L0T141827M78L0_
141874	141920	L0T141874M78L0_
141920	141967	L0T141920M78L0_
141967	142013	L0T141967M78L0_
142013	142060	L0T142013M78L0_
142060	142106	L0T142060M94L0_L1T142060M12L1_
142106	142153	L0T142106M94L0_
142153	142199	L0T142153M94L0_
142199	142245	L0T142199M94L0_
142245	142292	L0T142245M94L0_
142292	142338	L0T142292M94L0_
142338	142385	L0T142338M94L0_
142385	142431	L0T142385M94L0_
142431	142478	L0T142431M94L0_
142478	142524	L0T142478M94L0_
142524	142571	L0T142524M94L0_
142571	142617	L0T142571M94L0_
142617	142663	L0T142617M94L0_
142663	142710	L0T142663M94L0_
142710	142756	L0T142710M94L0_
142756	142803	L0T142756M94L0_
142803	142849	L0T142803M94L0_
142849	142896	L0T142849M94L0_
142896	142942	L0T142896M94L0_
142942	142988	L0T142942M94L0_
142988	143035	L0T142988M94L0_
143035	143081	L0T143035M94L0_
143081	143128	L0T143081M94L0_
143128	143174	L0T143128M94L0_
143174	143221	L0T143174M94L0_
143221	143267	L0T143221M94L0_
143267	143314	L0T143267M95L0_L1T143267M31L1_L2T143267M1L2_
143314	143360	L0T143314M96L0_
143360	143406	L0T143360M31L0_L1T143360M0L1_
143406	143453	L0T143406M3L0_
143453	143499	L0T143453M97L0_L1T143453M0L1_
143499	143546	L0T143499M3L0_
143546	143592	L0T143546M3L0_
143592	143639	L0T143592M30L0_L1T143592M32L1_L2T143592M6L2_L3T143592M1L3_
143639	143685	L0T143639M31L0_
143685	143732	L0T143685M31L0_
143732	143778	L0T143732M32L0_L1T143732M32L1_
143778	143824	L0T143778M98L0_
143824	143871	L0T143824M98L0_
143871	143917	L0T143871M32L0_L1T143871M31L1_L2T143871M1L2_
143917	143964	L0T143917M83L0_
143964	144010	L0T143964M31L0_L1T143964M0L1_
144010	144057	L0T144010M0L0_
144057	144103	L0T144057M0L0_
144103	144149	L0T144103M0L0_
144149	144196	L0T144149M0L0_
144196	144242	L0T144196M0L0_
144242	144289	L0T144242M0L0_
144289	144335	L0T144289M0L0_
144335	144382	L0T144335M10L0_L1T144335M0L1_
144382	144428	L0T144382M12L0_
144428	144475	L0T144428M5L0_L1T144428M0L1_
144475	144521	L0T144475M5L0_
144521	144567	L0T144521M5L0_
144567	144614	L0T144567M5L0_
144614	144660	L0T144614M6L0_L1T144614M0L1_
144660	144707	L0T144660M14L0_
144707	144753	L0T144707M65L0_
144753	144800	L0T144753M5L0_L1T144753M0L1_
144800	144846	L0T144800M5L0_
144846	144893	L0T144846M5L0_
144893	144939	L0T144893M5L0_
144939	144985	L0T144939M5L0_
144985	145032	L0T144985M6L0_L1T144985M0L1_
145032	145078	L0T145032M0L0_
145078	145125	L0T145078M1L0_L1T145078M0L1_
145125	145171	L0T145125M1L0_
145171	145218	L0T145171M1L0_
145218	145264	L0T145218M1L0_
145264	145310	L0T145264M1L0_
145310	145357	L0T145310M1L0_
145357	145403	L0T145357M1L0_
145403	145450	L0T145403M1L0_
145450	145496	L0T145450M1L0_
145496	145543	L0T145496M1L0_
145543	145589	L0T145543M1L0_
145589	145636	L0T145589M1L0_
145636	145682	L0T145636M1L0_
145682	145728	L0T145682M1L0_
145728	145775	L0T145728M1L0_
145775	145821	L0T145775M1L0_
145821	145868	L0T145821M1L0_
145868	145914	L0T145868M1L0_
145914	145961	L0T145914M1L0_
145961	146007	L0T145961M87L0_L1T145961M0L1_
146007	146054	L0T146007M87L0_
146054	146100	L0T146054M87L0_
146100	146146	L0T146100M87L0_
146146	146193	L0T146146M87L0_
146193	146239	L0T146193M87L0_
146239	146286	L0T146239M87L0_
146286	146332	L0T146286M99L0_L1T146286M33L1_L2T146286M7L2_
146332	146379	L0T146332M99L0_
146379	146425	L0T146379M99L0_
146425	146471	L0T146425M100L0_L1T146425M0L1_
146471	146518	L0T146471M100L0_
146518	146564	L0T146518M100L0_
146564	146611	L0T146564M100L0_
146611	146657	L0T146611M100L0_
146657	146704	L0T146657M100L0_
146704	146750	L0T146704M100L0_
146750	146797	L0T146750M100L0_
146797	146843	L0T146797M100L0_
146843	146889	L0T146843M100L0_
146889	146936	L0T146889M100L0_
146936	146982	L0T146936M100L0_
146982	147029	L0T146982M100L0_
147029	147075	L0T147029M100L0_
147075	147122	L0T147075M100L0_
147122	147168	L0T147122M100L0_
147168	147215	L0T147168M100L0_
147215	147261	L0T147215M100L0_
147261	147307	L0T147261M100L0_
147307	147354	L0T147307M100L0_
147354	147400	L0T147354M100L0_
147400	147447	L0T147400M100L0_
147447	147493	L0T147447M100L0_
147493	147540	L0T147493M100L0_
147540	147586	L0T147540M100L0_
147586	147632	L0T147586M100L0_
147632	147679	L0T147632M100L0_
147679	147725	L0T147679M100L0_
147725	147772	L0T147725M100L0_
147772	147818	L0T147772M101L0_L1T147772M33L1_L2T147772M1L2_
147818	147865	L0T147818M101L0_
147865	147911	L0T147865M101L0_
147911	147958	L0T147911M101L0_
147958	148004	L0T147958M101L0_
148004	148050	L0T148004M101L0_
148050	148097	L0T148050M101L0_
148097	148143	L0T148097M101L0_
148143	148190	L0T148143M101L0_
148190	148236	L0T148190M101L0_
148236	148283	L0T148236M101L0_
148283	148329	L0T148283M101L0_
148329	148376	L0T148329M101L0_
148376	148422	L0T148376M102L0_L1T148376M32L1_
148422	148468	L0T148422M102L0_
148468	148515	L0T148468M102L0_
148515	148561	L0T148515M102L0_
148561	148608	L0T148561M102L0_
148608	148654	L0T148608M102L0_
148654	148701	L0T148654M102L0_
148701	148747	L0T148701M102L0_
148747	148793	L0T148747M102L0_
148793	148840	L0T148793M90L0_L1T148793M0L1_L2T148793M1L2_
148840	148886	L0T148840M1L0_
148886	148933	L0T148886M1L0_
148933	148979	L0T148933M1L0_
148979	149026	L0T148979M1L0_
149026	149072	L0T149026M1L0_
149072	149119	L0T149072M1L0_
149119	149165	L0T149119M1L0_
149165	149211	L0T149165M1L0_
149211	149258	L0T149211M1L0_
149258	149304	L0T149258M1L0_
149304	149351	L0T149304M1L0_
149351	149397	L0T149351M1L0_
149397	149444	L0T149397M1L0_
149444	149490	L0T149444M1L0_
149490	149537	L0T149490M1L0_
149537	149583	L0T149537M1L0_
149583	149629	L0T149583M1L0_
149629	149676	L0T149629M1L0_
149676	149722	L0T149676M1L0_
149722	149769	L0T149722M1L0_
149769	149815	L0T149769M1L0_
149815	149862	L0T149815M1L0_
149862	149908	L0T149862M1L0_
149908	149954	L0T149908M1L0_
149954	150001	L0T149954M1L0_
150001	150047	L0T150001M1L0_
150047	150094	L0T150047M1L0_
150094	150140	L0T150094M1L0_
150140	150187	L0T150140M1L0_
150187	150233	L0T150187M1L0_
150233	150280	L0T150233M1L0_
150280	150326	L0T150280M1L0_
150326	150372	L0T150326M1L0_
150372	150419	L0T150372M1L0_
150419	150465	L0T150419M1L0_
150465	150512	L0T150465M1L0_
150512	150558	L0T150512M1L0_
150558	150605	L0T150558M1L0_
150605	150651	L0T150605M1L0_
150651	150698	L0T150651M1L0_
150698	150744	L0T150698M1L0_
150744	150790	L0T150744M1L0_
150790	150837	L0T150790M1L0_
150837	150883	L0T150837M1L0_
150883	150930	L0T150883M1L0_
150930	150976	L0T150930M103L0_L1T150930M0L1_
150976	151023	L0T150976M40L0_
151023	151069	L0T151023M40L0_
151069	151115	L0T151069M40L0_
151115	151162	L0T151115M40L0_
151162	151208	L0T151162M40L0_
151208	151255	L0T151208M104L0_L1T151208M1L1_L2T151208M1L2_
151255	151301	L0T151255M105L0_
151301	151348	L0T151301M1L0_L1T151301M14L1_
151348	151394	L0T151348M1L0_
151394	151441	L0T151394M1L0_
151441	151487	L0T151441M1L0_
151487	151533	L0T151487M1L0_
151533	151580	L0T151533M43L0_L1T151533M14L1_
151580	151626	L0T151580M106L0_
151626	151673	L0T151626M106L0_
151673	151719	L0T151673M106L0_
151719	151766	L0T151719M106L0_
151766	151812	L0T151766M106L0_
151812	151859	L0T151812M106L0_
151859	151905	L0T151859M106L0_
151905	151951	L0T151905M106L0_
151951	151998	L0T151951M106L0_
151998	152044	L0T151998M106L0_
152044	152091	L0T152044M106L0_
152091	152137	L0T152091M106L0_
152137	152184	L0T152137M106L0_
152184	152230	L0T152184M106L0_
152230	152276	L0T152230M106L0_
152276	152323	L0T152276M106L0_
152323	152369	L0T152323M106L0_
152369	152416	L0T152369M106L0_
152416	152462	L0T152416M106L0_
152462	152509	L0T152462M106L0_
152509	152555	L0T152509M106L0_
152555	152602	L0T152555M106L0_
152602	152648	L0T152602M106L0_
152648	152694	L0T152648M106L0_
152694	152741	L0T152694M106L0_
152741	152787	L0T152741M106L0_
152787	152834	L0T152787M106L0_
152834	152880	L0T152834M106L0_
152880	152927	L0T152880M106L0_
152927	152973	L0T152927M106L0_
152973	153020	L0T152973M106L0_
153020	153066	L0T153020M106L0_
153066	153112	L0T153066M106L0_
153112	153159	L0T153112M106L0_
153159	153205	L0T153159M84L0_L1T153159M25L1_L2T153159M1L2_
153205	153252	L0T153205M84L0_
153252	153298	L0T153252M84L0_
153298	153345	L0T153298M84L0_
153345	153391	L0T153345M84L0_
153391	153437	L0T153391M84L0_
153437	153484	L0T153437M84L0_
153484	153530	L0T153484M44L0_L1T153484M31L1_
153530	153577	L0T153530M83L0_
153577	153623	L0T153577M3L0_L1T153577M0L1_
153623	153670	L0T153623M5L0_
153670	153716	L0T153670M5L0_
153716	153763	L0T153716M5L0_
153763	153809	L0T153763M3L0_L1T153763M0L1_
153809	153855	L0T153809M5L0_
153855	153902	L0T153855M5L0_
153902	153948	L0T153902M5L0_
153948	153995	L0T153948M5L0_
153995	154041	L0T153995M5L0_
154041	154088	L0T154041M5L0_
154088	154134	L0T154088M5L0_
154134	154180	L0T154134M5L0_
154180	154227	L0T154180M0L0_L1T154180M0L1_
154227	154273	L0T154227M59L0_
154273	154320	L0T154273M0L0_L1T154273M0L1_
154320	154366	L0T154320M107L0_
154366	154413	L0T154366M3L0_L1T154366M34L1_L2T154366M1L2_
154413	154459	L0T154413M107L0_
154459	154506	L0T154459M3L0_L1T154459M0L1_
154506	154552	L0T154506M107L0_
154552	154598	L0T154552M3L0_L1T154552M0L1_
154598	154645	L0T154598M107L0_
154645	154691	L0T154645M3L0_L1T154645M0L1_
154691	154738	L0T154691M107L0_
154738	154784	L0T154738M3L0_L1T154738M0L1_
154784	154831	L0T154784M107L0_
154831	154877	L0T154831M3L0_L1T154831M0L1_
154877	154924	L0T154877M107L0_
154924	154970	L0T154924M3L0_L1T154924M0L1_
154970	155016	L0T154970M107L0_
155016	155063	L0T155016M3L0_L1T155016M0L1_
155063	155109	L0T155063M107L0_
155109	155156	L0T155109M3L0_L1T155109M0L1_
155156	155202	L0T155156M107L0_
155202	155249	L0T155202M3L0_L1T155202M0L1_
155249	155295	L0T155249M107L0_
155295	155341	L0T155295M3L0_L1T155295M0L1_
155341	155388	L0T155341M107L0_
155388	155434	L0T155388M3L0_L1T155388M0L1_
155434	155481	L0T155434M14L0_
155481	155527	L0T155481M65L0_L1T155481M0L1_
155527	155574	L0T155527M14L0_
155574	155620	L0T155574M87L0_L1T155574M0L1_
155620	155667	L0T155620M87L0_
155667	155713	L0T155667M87L0_
155713	155759	L0T155713M87L0_
155759	155806	L0T155759M87L0_
155806	155852	L0T155806M87L0_
155852	155899	L0T155852M88L0_L1T155852M28L1_L2T155852M1L2_
155899	155945	L0T155899M88L0_
155945	155992	L0T155945M88L0_
155992	156038	L0T155992M108L0_L1T155992M1L1_
156038	156085	L0T156038M89L0_
156085	156131	L0T156085M89L0_
156131	156177	L0T156131M1L0_L1T156131M29L1_
156177	156224	L0T156177M89L0_
156224	156270	L0T156224M89L0_
156270	156317	L0T156270M1L0_L1T156270M29L1_
156317	156363	L0T156317M89L0_
156363	156410	L0T156363M109L0_L1T156363M29L1_
156410	156456	L0T156410M109L0_
156456	156502	L0T156456M110L0_L1T156456M35L1_L2T156456M1L2_
156502	156549	L0T156502M111L0_
156549	156595	L0T156549M109L0_L1T156549M0L1_
156595	156642	L0T156595M112L0_
156642	156688	L0T156642M0L0_L1T156642M1L1_
156688	156735	L0T156688M0L0_
156735	156781	L0T156735M0L0_
156781	156828	L0T156781M0L0_
156828	156874	L0T156828M0L0_
156874	156920	L0T156874M0L0_
156920	156967	L0T156920M0L0_
156967	157013	L0T156967M0L0_
157013	157060	L0T157013M0L0_
157060	157106	L0T157060M0L0_
157106	157153	L0T157106M0L0_
157153	157199	L0T157153M0L0_
157199	157246	L0T157199M0L0_
157246	157292	L0T157246M0L0_
157292	157338	L0T157292M0L0_
157338	157385	L0T157338M0L0_
157385	157431	L0T157385M0L0_
157431	157478	L0T157431M0L0_
157478	157524	L0T157478M0L0_
157524	157571	L0T157524M0L0_
157571	157617	L0T157571M0L0_
157617	157663	L0T157617M0L0_
157663	157710	L0T157663M0L0_
157710	157756	L0T157710M0L0_
157756	157803	L0T157756M0L0_
157803	157849	L0T157803M6L0_L1T157803M2L1_L2T157803M1L2_
157849	157896	L0T157849M3L0_
157896	157942	L0T157896M30L0_L1T157896M0L1_
157942	157989	L0T157942M0L0_
157989	158035	L0T157989M3L0_L1T157989M0L1_
158035	158081	L0T158035M21L0_
158081	158128	L0T158081M21L0_
158128	158174	L0T158128M21L0_
158174	158221	L0T158174M21L0_
158221	158267	L0T158221M21L0_
158267	158314	L0T158267M113L0_L1T158267M30L1_L2T158267M1L2_
158314	158360	L0T158314M113L0_
158360	158407	L0T158360M113L0_
158407	158453	L0T158407M1L0_L1T158407M1L1_
158453	158499	L0T158453M1L0_
158499	158546	L0T158499M1L0_
158546	158592	L0T158546M1L0_
158592	158639	L0T158592M1L0_
158639	158685	L0T158639M1L0_
158685	158732	L0T158685M1L0_
158732	158778	L0T158732M1L0_
158778	158824	L0T158778M1L0_
158824	158871	L0T158824M1L0_
158871	158917	L0T158871M1L0_
158917	158964	L0T158917M1L0_
158964	159010	L0T158964M1L0_
159010	159057	L0T159010M59L0_L1T159010M1L1_
159057	159103	L0T159057M1L0_
159103	159150	L0T159103M1L0_
159150	159196	L0T159150M1L0_
159196	159242	L0T159196M1L0_
159242	159289	L0T159242M1L0_
159289	159335	L0T159289M1L0_
159335	159382	L0T159335M1L0_
159382	159428	L0T159382M1L0_
159428	159475	L0T159428M1L0_
159475	159521	L0T159475M1L0_
159521	159568	L0T159521M1L0_
159568	159614	L0T159568M1L0_
159614	159660	L0T159614M1L0_
159660	159707	L0T159660M1L0_
159707	159753	L0T159707M1L0_
159753	159800	L0T159753M1L0_
159800	159846	L0T159800M1L0_
159846	159893	L0T159846M1L0_
159893	159939	L0T159893M1L0_
159939	159985	L0T159939M1L0_
159985	160032	L0T159985M1L0_
160032	160078	L0T160032M1L0_
160078	160125	L0T160078M1L0_
160125	160171	L0T160125M1L0_
160171	160218	L0T160171M1L0_
160218	160264	L0T160218M1L0_
160264	160311	L0T160264M1L0_
160311	160357	L0T160311M1L0_
160357	160403	L0T160357M1L0_
160403	160450	L0T160403M1L0_
160450	160496	L0T160450M1L0_
160496	160543	L0T160496M1L0_
160543	160589	L0T160543M1L0_
160589	160636	L0T160589M1L0_
160636	160682	L0T160636M1L0_
160682	160729	L0T160682M1L0_
160729	160775	L0T160729M1L0_
160775	160821	L0T160775M1L0_
160821	160868	L0T160821M114L0_L1T160821M12L1_L2T160821M8L2_L3T160821M1L3_
160868	160914	L0T160868M114L0_
160914	160961	L0T160914M94L0_L1T160914M36L1_
160961	161007	L0T160961M115L0_
161007	161054	L0T161007M31L0_L1T161007M36L1_
161054	161100	L0T161054M116L0_
161100	161146	L0T161100M52L0_L1T161100M13L1_L2T161100M8L2_
161146	161193	L0T161146M117L0_
161193	161239	L0T161193M52L0_L1T161193M13L1_
161239	161286	L0T161239M118L0_
161286	161332	L0T161286M52L0_L1T161286M13L1_
161332	161379	L0T161332M119L0_
161379	161425	L0T161379M119L0_
161425	161472	L0T161425M119L0_
161472	161518	L0T161472M119L0_
161518	161564	L0T161518M119L0_
161564	161611	L0T161564M120L0_L1T161564M13L1_
161611	161657	L0T161611M52L0_
161657	161704	L0T161657M52L0_
161704	161750	L0T161704M52L0_
161750	161797	L0T161750M52L0_
161797	161843	L0T161797M52L0_
161843	161890	L0T161843M52L0_
161890	161936	L0T161890M52L0_
161936	161982	L0T161936M52L0_
161982	162029	L0T161982M52L0_
162029	162075	L0T162029M52L0_
162075	162122	L0T162075M52L0_
162122	162168	L0T162122M52L0_
162168	162215	L0T162168M53L0_L1T162168M37L1_L2T162168M8L2_
162215	162261	L0T162215M31L0_
162261	162307	L0T162261M53L0_L1T162261M13L1_
162307	162354	L0T162307M31L0_
162354	162400	L0T162354M53L0_L1T162354M13L1_
162400	162447	L0T162400M31L0_
162447	162493	L0T162447M53L0_L1T162447M0L1_L2T162447M8L2_
162493	162540	L0T162493M31L0_
162540	162586	L0T162540M31L0_
162586	162633	L0T162586M3L0_L1T162586M1L1_
162633	162679	L0T162633M97L0_
162679	162725	L0T162679M3L0_
162725	162772	L0T162725M3L0_
162772	162818	L0T162772M31L0_L1T162772M37L1_
162818	162865	L0T162818M30L0_
162865	162911	L0T162865M31L0_L1T162865M37L1_
162911	162958	L0T162911M32L0_
162958	163004	L0T162958M31L0_L1T162958M37L1_
163004	163051	L0T163004M32L0_
163051	163097	L0T163051M31L0_L1T163051M31L1_L2T163051M1L2_L3T163051M1L3_
163097	163143	L0T163097M83L0_
163143	163190	L0T163143M83L0_
163190	163236	L0T163190M3L0_L1T163190M0L1_
163236	163283	L0T163236M5L0_
163283	163329	L0T163283M5L0_
163329	163376	L0T163329M5L0_
163376	163422	L0T163376M1L0_L1T163376M0L1_
163422	163468	L0T163422M65L0_
163468	163515	L0T163468M5L0_L1T163468M0L1_
163515	163561	L0T163515M5L0_
163561	163608	L0T163561M10L0_L1T163561M0L1_
163608	163654	L0T163608M5L0_
163654	163701	L0T163654M5L0_
163701	163747	L0T163701M5L0_
163747	163794	L0T163747M0L0_L1T163747M0L1_
163794	163840	L0T163794M59L0_
163840	163886	L0T163840M0L0_L1T163840M0L1_
163886	163933	L0T163886M107L0_
163933	163979	L0T163933M3L0_L1T163933M0L1_
163979	164026	L0T163979M107L0_
164026	164072	L0T164026M3L0_L1T164026M0L1_
164072	164119	L0T164072M107L0_
164119	164165	L0T164119M3L0_L1T164119M0L1_
164165	164212	L0T164165M107L0_
164212	164258	L0T164212M3L0_L1T164212M0L1_
164258	164304	L0T164258M107L0_
164304	164351	L0T164304M3L0_L1T164304M0L1_
164351	164397	L0T164351M107L0_
164397	164444	L0T164397M3L0_L1T164397M0L1_
164444	164490	L0T164444M107L0_
164490	164537	L0T164490M3L0_L1T164490M0L1_
164537	164583	L0T164537M107L0_
164583	164629	L0T164583M3L0_L1T164583M0L1_
164629	164676	L0T164629M107L0_
164676	164722	L0T164676M3L0_L1T164676M0L1_
164722	164769	L0T164722M107L0_
164769	164815	L0T164769M3L0_L1T164769M0L1_
164815	164862	L0T164815M107L0_
164862	164908	L0T164862M3L0_L1T164862M0L1_
164908	164955	L0T164908M107L0_
164955	165001	L0T164955M3L0_L1T164955M1L1_L2T164955M1L2_
165001	165047	L0T165001M14L0_
165047	165094	L0T165047M65L0_L1T165047M1L1_
165094	165140	L0T165094M14L0_
165140	165187	L0T165140M65L0_L1T165140M2L1_L2T165140M1L2_
165187	165233	L0T165187M87L0_
165233	165280	L0T165233M87L0_
165280	165326	L0T165280M87L0_
165326	165373	L0T165326M87L0_
165373	165419	L0T165373M87L0_
165419	165465	L0T165419M87L0_
165465	165512	L0T165465M121L0_L1T165465M38L1_
165512	165558	L0T165512M121L0_
165558	165605	L0T165558M121L0_
165605	165651	L0T165605M100L0_L1T165605M32L1_L2T165605M1L2_
165651	165698	L0T165651M100L0_
165698	165744	L0T165698M100L0_
165744	165790	L0T165744M100L0_
165790	165837	L0T165790M122L0_L1T165790M32L1_
165837	165883	L0T165837M100L0_
165883	165930	L0T165883M100L0_
165930	165976	L0T165930M100L0_
165976	166023	L0T165976M100L0_
166023	166069	L0T166023M100L0_
166069	166116	L0T166069M123L0_L1T166069M32L1_
166116	166162	L0T166116M123L0_
166162	166208	L0T166162M123L0_
166208	166255	L0T166208M3L0_L1T166208M32L1_
166255	166301	L0T166255M3L0_
166301	166348	L0T166301M3L0_
166348	166394	L0T166348M3L0_
166394	166441	L0T166394M3L0_
166441	166487	L0T166441M3L0_
166487	166534	L0T166487M6L0_L1T166487M32L1_
166534	166580	L0T166534M0L0_
166580	166626	L0T166580M1L0_L1T166580M32L1_
166626	166673	L0T166626M100L0_
166673	166719	L0T166673M123L0_L1T166673M32L1_
166719	166766	L0T166719M48L0_
166766	166812	L0T166766M48L0_
166812	166859	L0T166812M124L0_L1T166812M32L1_
166859	166905	L0T166859M124L0_
166905	166951	L0T166905M124L0_
166951	166998	L0T166951M124L0_
166998	167044	L0T166998M124L0_
167044	167091	L0T167044M124L0_
167091	167137	L0T167091M124L0_
167137	167184	L0T167137M124L0_
167184	167230	L0T167184M124L0_
167230	167277	L0T167230M124L0_
167277	167323	L0T167277M124L0_
167323	167369	L0T167323M124L0_
167369	167416	L0T167369M124L0_
167416	167462	L0T167416M125L0_L1T167416M0L1_L2T167416M1L2_
167462	167509	L0T167462M0L0_
167509	167555	L0T167509M65L0_L1T167509M0L1_
167555	167602	L0T167555M102L0_
167602	167648	L0T167602M102L0_
167648	167695	L0T167648M102L0_
167695	167741	L0T167695M102L0_
167741	167787	L0T167741M102L0_
167787	167834	L0T167787M102L0_
167834	167880	L0T167834M102L0_
167880	167927	L0T167880M102L0_
167927	167973	L0T167927M102L0_
167973	168020	L0T167973M102L0_
168020	168066	L0T168020M3L0_L1T168020M1L1_L2T168020M3L2_L3T168020M1L3_
168066	168112	L0T168066M1L0_
168112	168159	L0T168112M1L0_
168159	168205	L0T168159M1L0_
168205	168252	L0T168205M23L0_L1T168205M1L1_
168252	168298	L0T168252M1L0_
168298	168345	L0T168298M1L0_
168345	168391	L0T168345M1L0_
168391	168438	L0T168391M1L0_
168438	168484	L0T168438M23L0_L1T168438M7L1_L2T168438M1L2_
168484	168530	L0T168484M23L0_
168530	168577	L0T168530M1L0_L1T168530M7L1_
168577	168623	L0T168577M1L0_
168623	168670	L0T168623M1L0_
168670	168716	L0T168670M59L0_L1T168670M4L1_L2T168670M1L2_
168716	168763	L0T168716M60L0_
168763	168809	L0T168763M1L0_L1T168763M4L1_
168809	168856	L0T168809M60L0_
168856	168902	L0T168856M1L0_L1T168856M4L1_
168902	168948	L0T168902M60L0_
168948	168995	L0T168948M1L0_L1T168948M4L1_
168995	169041	L0T168995M1L0_
169041	169088	L0T169041M59L0_L1T169041M0L1_L2T169041M1L2_
169088	169134	L0T169088M1L0_
169134	169181	L0T169134M1L0_
169181	169227	L0T169181M59L0_L1T169181M1L1_
169227	169273	L0T169227M1L0_
169273	169320	L0T169273M1L0_
169320	169366	L0T169320M59L0_L1T169320M1L1_
169366	169413	L0T169366M1L0_
169413	169459	L0T169413M1L0_
169459	169506	L0T169459M59L0_L1T169459M2L1_L2T169459M1L2_
169506	169552	L0T169506M1L0_
169552	169599	L0T169552M1L0_
169599	169645	L0T169599M59L0_L1T169599M0L1_
169645	169691	L0T169645M1L0_
169691	169738	L0T169691M1L0_
169738	169784	L0T169738M59L0_L1T169738M3L1_
169784	169831	L0T169784M1L0_
169831	169877	L0T169831M59L0_L1T169831M1L1_
169877	169924	L0T169877M1L0_
169924	169970	L0T169924M59L0_L1T169924M2L1_L2T169924M1L2_
169970	170017	L0T169970M126L0_
170017	170063	L0T170017M40L0_L1T170017M4L1_
170063	170109	L0T170063M14L0_
170109	170156	L0T170109M40L0_L1T170109M4L1_
170156	170202	L0T170156M14L0_
170202	170249	L0T170202M40L0_L1T170202M4L1_
170249	170295	L0T170249M14L0_
170295	170342	L0T170295M40L0_L1T170295M31L1_L2T170295M1L2_
170342	170388	L0T170342M83L0_
170388	170434	L0T170388M3L0_L1T170388M0L1_
170434	170481	L0T170434M104L0_
170481	170527	L0T170481M1L0_L1T170481M14L1_L2T170481M1L2_
170527	170574	L0T170527M1L0_
170574	170620	L0T170574M104L0_L1T170574M14L1_
